,Cluster Average,Number of node sample,Feature,Path
77,5.981533108799453,4724,19,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0)]"
78,6.302574519716672,182,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 1)]"
79,6.628870167126043,1210,69,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 0), ('End Game Bonuses', 0), ('Deck, Bag, and Pool Building', 0), ('Measurement Movement', 0), ('Point to Point Movement', 0)]"
80,7.075201792439854,90,8,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 0), ('End Game Bonuses', 0), ('Deck, Bag, and Pool Building', 0), ('Measurement Movement', 0), ('Point to Point Movement', 1)]"
81,6.858099107007902,1306,124,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 1), ('Campaign / Battle Card Driven', 0), ('Chit-Pull System', 0)]"
82,7.312848829870581,86,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 1), ('Campaign / Battle Card Driven', 0), ('Chit-Pull System', 1)]"
83,6.289979864152491,499,136,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 1), ('Set Collection', 0)]"
84,6.5884793620126025,299,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 1), ('Set Collection', 1)]"
85,5.974971140276807,4665,13,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0)]"
86,6.500373501310632,59,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 1)]"
87,6.73379193584752,814,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 1), ('Chit-Pull System', 0)]"
88,7.274039830508473,59,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 1), ('Chit-Pull System', 1)]"
89,7.5676702564102545,39,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 1), ('Scenario / Mission / Campaign Game', 1), ('Deck Construction', 0)]"
90,3.7213,1,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 1), ('Scenario / Mission / Campaign Game', 1), ('Deck Construction', 1)]"
91,6.296574261325709,349,64,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 1), ('Communication Limits', 0)]"
92,7.110721631260319,23,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 1), ('Communication Limits', 1)]"
93,5.962480434466783,4436,64,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0)]"
94,6.216930838849964,229,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 1)]"
95,5.322287300302064,784,-2,"[('Roll / Spin and Move', 1), ('Dice Rolling', 0), ('Variable Player Powers', 0)]"
96,6.0205720000000005,30,-2,"[('Roll / Spin and Move', 1), ('Dice Rolling', 0), ('Variable Player Powers', 1)]"
97,5.951026428678001,4250,51,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0)]"
98,6.224198308672766,186,47,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 1)]"
99,5.948461816053174,4241,44,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0)]"
100,7.15952888888889,9,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 1)]"
101,6.839077660925726,1260,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 1), ('Campaign / Battle Card Driven', 0), ('Chit-Pull System', 0), ('Measurement Movement', 0)]"
102,7.3791213257805195,46,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 1), ('Campaign / Battle Card Driven', 0), ('Chit-Pull System', 0), ('Measurement Movement', 1)]"
103,5.945827402949999,4231,123,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0), ('Events', 0)]"
104,7.063082,10,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0), ('Events', 1)]"
105,6.243125704935863,185,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 1), ('Hidden Roles', 0)]"
106,2.72263,1,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 1), ('Hidden Roles', 1)]"
107,6.2312563870216655,308,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 1), ('Communication Limits', 0), ('Trick-taking', 0)]"
108,6.7872548780487785,41,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 1), ('Communication Limits', 0), ('Trick-taking', 1)]"
109,6.774472223393321,52,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 0), ('End Game Bonuses', 0), ('Deck, Bag, and Pool Building', 0), ('Measurement Movement', 0), ('Point to Point Movement', 1), ('Hand Management', 0)]"
110,7.486726465871958,38,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 0), ('End Game Bonuses', 0), ('Deck, Bag, and Pool Building', 0), ('Measurement Movement', 0), ('Point to Point Movement', 1), ('Hand Management', 1)]"
111,5.942690979505834,4215,63,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0), ('Events', 0), ('Closed Drafting', 0)]"
112,6.772078954021483,16,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0), ('Events', 0), ('Closed Drafting', 1)]"
113,5.939675790146938,4200,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0), ('Events', 0), ('Closed Drafting', 0), ('Connections', 0)]"
114,6.786944,15,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 0), ('Area-Impulse', 0), ('Flicking', 0), ('Line of Sight', 0), ('Multi-Use Cards', 0), ('Deduction', 0), ('Tile Placement', 0), ('Area Movement', 0), ('Action Queue', 0), ('Auction/Bidding', 0), ('Trick-taking', 0), ('Traitor Game', 0), ('Events', 0), ('Closed Drafting', 0), ('Connections', 1)]"
115,6.538239166618679,174,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 1), ('Stock Holding', 0), ('Market', 0)]"
116,7.794489999999999,7,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 1), ('Stock Holding', 0), ('Market', 1)]"
117,6.995320819302362,183,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 1), ('Action Timer', 0), ('Cooperative Game', 0)]"
118,7.4768675829383895,57,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 1), ('Action Timer', 0), ('Cooperative Game', 1)]"
119,6.283655747413846,498,49,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 1), ('Set Collection', 0), ('Force Commitment', 0)]"
120,9.43939,1,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 1), ('Set Collection', 0), ('Force Commitment', 1)]"
121,6.258738783047817,483,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 1), ('Set Collection', 0), ('Force Commitment', 0), ('Role Playing', 0)]"
122,7.0859820000000004,15,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 1), ('Set Collection', 0), ('Force Commitment', 0), ('Role Playing', 1)]"
123,6.59502130667841,1059,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 0), ('End Game Bonuses', 0), ('Deck, Bag, and Pool Building', 0), ('Measurement Movement', 0), ('Point to Point Movement', 0), ('Area Majority / Influence', 0)]"
124,6.866260519536871,151,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 1), ('Card Play Conflict Resolution', 0), ('Grid Movement', 0), ('End Game Bonuses', 0), ('Deck, Bag, and Pool Building', 0), ('Measurement Movement', 0), ('Point to Point Movement', 0), ('Area Majority / Influence', 1)]"
125,6.142973843090741,1184,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 1), ('Take That', 0)]"
126,6.3580551085973696,255,-2,"[('Roll / Spin and Move', 0), ('Solo / Solitaire Game', 0), ('Simulation', 0), ('Variable Player Powers', 0), ('Hexagon Grid', 0), ('Worker Placement', 0), ('Deck, Bag, and Pool Building', 0), ('Cooperative Game', 0), ('Area Majority / Influence', 0), ('Network and Route Building', 0), ('End Game Bonuses', 0), ('Open Drafting', 0), ('Grid Movement', 0), ('Market', 0), ('Campaign / Battle Card Driven', 0), ('Variable Set-up', 0), ('Deck Construction', 0), ('Action Points', 0), ('Team-Based Game', 0), ('Paper-and-Pencil', 0), ('Hand Management', 1), ('Take That', 1)]"
